time,T.air,CO2.ppm,wspd,RAD,VPD,PAR,rain,year,sort
190.62,22.66,380,1.88,848,1.11,1755.36,0,2011,1
190.64,22.59,380,1.72,493.5,1.17,1021.55,0,2011,1
190.65,21.16,380,1.51,363.6,1,752.65,0,2011,1
190.66,20.93,380,1.29,230.1,0.98,476.31,0,2011,1
190.67,20.31,380,1.62,164.5,0.97,340.52,0,2011,1
190.68,21.21,380,1.28,606.1,1.14,1254.63,0,2011,1
190.69,21.52,380,1.37,287.8,1.23,595.75,0,2011,1
190.7,20.45,380,1.45,233.3,1.03,482.93,0,2011,1
190.71,20.22,380,1.49,208.2,1,430.97,0,2011,1
190.72,19.84,380,1.14,148.9,0.93,308.22,0,2011,1
190.73,19.47,380,1.78,150.1,0.86,310.71,0,2011,1
190.74,19.39,380,1.42,126.9,0.92,262.68,0,2011,1
190.75,19.3,380,1.32,111,0.95,229.77,0,2011,1
190.76,19.22,380,1.56,92.6,1.01,191.68,0,2011,1
190.77,19,380,1.5,77.67,1.02,160.78,0,2011,1
190.78,19.16,380,1.44,136.4,1,282.35,0,2011,1
190.79,19.63,380,1.58,125.4,1.08,259.58,0,2011,1
190.8,19.4,380,1.34,69.58,1.1,144.03,0,2011,1
190.81,18.69,380,1.07,31.1,0.96,64.38,0,2011,1
190.82,18.2,380,1.49,4.86,0.88,10.06,0,2011,1
190.83,18.36,380,1.41,0.13,0.98,0.27,0,2011,1
190.84,18.26,380,1.18,0,0.97,0.00,0,2011,1
190.85,18.3,380,2.33,0,1,0.00,0,2011,1
190.86,18.39,380,1.63,0,1.06,0.00,0,2011,1
190.88,18.42,380,1.41,0,1.09,0.00,0,2011,1
190.89,18.25,380,1.41,0,1.06,0.00,0,2011,1
190.9,18.38,380,2.21,0,1.11,0.00,0,2011,1
190.91,18.28,380,2.2,0,1.04,0.00,0,2011,1
190.92,17.92,380,2.11,0,0.96,0.00,0,2011,1
190.93,17.87,380,1.55,0,0.97,0.00,0,2011,1
190.94,17.79,380,1.19,0,0.96,0.00,0,2011,1
190.95,17.71,380,1.54,0,0.94,0.00,0,2011,1
190.96,17.67,380,2.21,0,0.88,0.00,0,2011,1
190.97,17.55,380,1.73,0,0.86,0.00,0,2011,1
190.98,17.51,380,1.61,0,0.84,0.00,0,2011,1
190.99,17.37,380,1.79,0,0.76,0.00,0,2011,1
191,17.23,380,1.42,0,0.71,0.00,0,2011,1
191.01,17.05,380,0.81,0,0.63,0.00,0,2011,1
191.02,16.94,380,0.82,0,0.61,0.00,0,2011,1
191.03,17.21,380,1.51,0,0.72,0.00,0,2011,1
191.04,17.45,380,1.61,0,0.73,0.00,0,2011,1
191.05,17.35,380,1.69,0,0.69,0.00,0,2011,1
191.06,17.45,380,1.41,0,0.79,0.00,0,2011,1
191.07,17.64,380,1.51,0,0.92,0.00,0,2011,1
191.08,18.09,380,2.1,0,1.08,0.00,0,2011,1
191.09,17.9,380,1.98,0,0.97,0.00,0,2011,1
191.1,17.69,380,1.42,0,0.85,0.00,0,2011,1
191.11,17.65,380,1.68,0,0.81,0.00,0,2011,1
191.12,17.77,380,2.57,0,0.86,0.00,0,2011,1
191.14,18.16,380,3.48,0,0.98,0.00,0,2011,1
191.15,18.13,380,3.3,0,0.94,0.00,0,2011,1
191.16,18.24,380,2.97,0,0.95,0.00,0,2011,1
191.17,18.3,380,2.66,0,0.99,0.00,0,2011,1
191.18,18.89,380,3.05,0.02,1.17,0.04,0,2011,1
191.19,19.57,380,3.76,1.22,1.36,2.53,0,2011,1
191.2,19.34,380,4.22,5.46,1.28,11.30,0,2011,1
191.21,19.76,380,4.77,13.75,1.4,28.46,0,2011,1
191.22,19.83,380,4.57,22.3,1.38,46.16,0,2011,1
191.23,20.46,380,3.73,30.85,1.47,63.86,0,2011,1
191.24,21.29,380,3.27,38.49,1.6,79.67,0,2011,1
191.25,21.08,380,1.06,45.39,1.49,93.96,0,2011,1
191.26,19.84,380,0.25,95.3,1.27,197.27,0,2011,1
191.27,19.64,380,0.28,184.6,1.13,382.12,0,2011,1
191.28,20.32,380,0.24,230.2,1.26,476.51,0,2011,1
191.29,20.72,380,0.11,276.7,1.28,572.77,0,2011,1
191.3,21.19,380,0.41,322.4,1.32,667.37,0,2011,1
191.31,20.66,380,0.13,368.4,1.1,762.59,0,2011,1
191.32,20.6,380,0.33,415.4,1.05,859.88,0,2011,1
191.33,20.85,380,0.45,462.5,1.05,957.38,0,2011,1
191.34,20.86,380,0.9,520.4,1.04,1077.23,0,2011,1
191.35,21.19,380,0.83,541.5,1.07,1120.91,0,2011,1
191.36,21.23,380,1.16,567.9,1.06,1175.55,0,2011,1
191.38,21.51,380,1.1,622.8,1.07,1289.20,0,2011,1
191.39,21.64,380,1.28,668.1,1.05,1382.97,0,2011,1
191.4,22.06,380,1.46,707.1,1.07,1463.70,0,2011,1
191.41,22.39,380,1.49,746.3,1.12,1544.84,0,2011,1
191.42,22.66,380,1.49,780.3,1.19,1615.22,0,2011,1
191.43,23.14,380,1.43,812,1.27,1680.84,0,2011,1
191.44,23.42,380,1.44,852,1.31,1763.64,0,2011,1
191.45,23.62,380,2.07,882,1.32,1825.74,0,2011,1
191.46,23.68,380,1.21,811,1.33,1678.77,0,2011,1
191.47,23.47,380,1.3,411.1,1.29,850.98,0,2011,1
191.48,23.93,380,1.36,620.2,1.28,1283.81,0,2011,1
191.49,24.2,380,1.38,664.2,1.31,1374.89,0,2011,1
191.5,23.2,380,1.15,401.6,0.9,831.31,0,2011,1
191.51,23.52,380,0.96,498.9,0.96,1032.72,0,2011,1
191.52,23.17,380,1.16,409.2,0.85,847.04,0,2011,1
191.53,23.52,380,1.51,1011,0.84,2092.77,0,2011,1
191.54,23.24,380,1.8,1009,0.81,2088.63,0,2011,1
191.55,23.37,380,1.6,957,0.85,1980.99,0,2011,1
191.56,23.61,380,1.29,955,0.93,1976.85,0,2011,1
191.57,24.03,380,1.13,936,1.06,1937.52,0,2011,1
191.58,24.38,380,1.33,923,1.15,1910.61,0,2011,1
191.59,24.38,380,1.45,901,1.19,1865.07,0,2011,1
191.6,24.33,380,1.77,872,1.3,1805.04,0,2011,1
191.61,24.23,380,1.59,844,1.32,1747.08,0,2011,1
191.62,24.46,380,1.42,813,1.34,1682.91,0,2011,1
191.64,24.59,380,1.07,795.4,1.38,1646.48,0,2011,1
191.65,24.7,380,1,672.2,1.49,1391.45,0,2011,1
191.66,23.8,380,1.29,636.9,1.42,1318.38,0,2011,1
191.67,24.11,380,1.2,692.9,1.55,1434.30,0,2011,1
191.68,24.35,380,1.03,624.6,1.64,1292.92,0,2011,1
191.69,24.1,380,1.26,600.9,1.57,1243.86,0,2011,1
191.7,23.96,380,1.66,535.6,1.52,1108.69,0,2011,1
191.71,23.82,380,1.76,485,1.56,1003.95,0,2011,1
191.72,23.61,380,1.89,439.3,1.54,909.35,0,2011,1
191.73,23.48,380,1.78,390.3,1.59,807.92,0,2011,1
191.74,23.08,380,2.19,339.8,1.56,703.39,0,2011,1
191.75,22.62,380,2.36,286.4,1.45,592.85,0,2011,1
191.76,22.23,380,2.58,235.9,1.45,488.31,0,2011,1
191.77,21.75,380,2.84,192.1,1.44,397.65,0,2011,1
191.78,21.45,380,2.79,140.2,1.54,290.21,0,2011,1
191.79,21.09,380,3.45,94,1.59,194.58,0,2011,1
191.8,20.69,380,3.36,49.09,1.56,101.62,0,2011,1
191.81,20.49,380,3.5,10.63,1.6,22.00,0,2011,1
191.82,20.58,380,3.39,1.59,1.67,3.29,0,2011,1
191.83,20.48,380,3.3,0.15,1.64,0.31,0,2011,1
191.84,20.09,380,3.03,0,1.56,0.00,0,2011,1
191.85,20.3,380,3.38,0,1.62,0.00,0,2011,1
191.86,20.46,380,2.98,0,1.67,0.00,0,2011,1
191.88,20.29,380,2.78,0,1.63,0.00,0,2011,1
191.89,20.02,380,2.59,0,1.55,0.00,0,2011,1
191.9,20.12,380,2.42,0,1.57,0.00,0,2011,1
191.91,20.24,380,2.17,0,1.58,0.00,0,2011,1
191.92,20.11,380,2.1,0,1.57,0.00,0,2011,1
191.93,19.69,380,1.91,0,1.48,0.00,0,2011,1
191.94,19.43,380,1.32,0,1.44,0.00,0,2011,1
191.95,19.19,380,1.66,0,1.38,0.00,0,2011,1
191.96,18.79,380,1.72,0,1.31,0.00,0,2011,1
191.97,18.52,380,2.12,0,1.28,0.00,0,2011,1
191.98,18.28,380,1.96,0,1.23,0.00,0,2011,1
191.99,17.98,380,1.56,0,1.17,0.00,0,2011,1
192,17.84,380,1.7,0,1.01,0.00,0,2011,1
192.01,17.57,380,1.5,0,0.79,0.00,0,2011,1
192.02,17.47,380,1.39,0,0.71,0.00,0,2011,1
192.03,17.42,380,1.25,0,0.65,0.00,0,2011,1
192.04,17.37,380,1.19,0,0.65,0.00,0,2011,1
192.05,17.41,380,1.55,0,0.6,0.00,0,2011,1
192.06,17.47,380,1.59,0,0.51,0.00,0,2011,1
192.07,17.37,380,1.91,0,0.43,0.00,0,2011,1
192.08,17.36,380,1.78,0,0.38,0.00,0,2011,1
192.09,17.46,380,1.8,0,0.38,0.00,0,2011,1
192.1,17.46,380,1.79,0,0.38,0.00,0,2011,1
192.11,17.42,380,1.93,0,0.36,0.00,0,2011,1
192.12,17.33,380,1.95,0,0.35,0.00,0,2011,1
192.14,17.38,380,1.41,0,0.37,0.00,0,2011,1
192.15,17.4,380,1.62,0,0.39,0.00,0,2011,1
192.16,17.39,380,1.99,0,0.4,0.00,0,2011,1
192.17,17.32,380,1.81,0,0.42,0.00,0,2011,1
192.18,17.21,380,1.43,0,0.42,0.00,0,2011,1
192.19,17.14,380,1.53,0.92,0.41,1.90,0,2011,1
192.2,17.19,380,1.72,4.62,0.42,9.56,0,2011,1
192.21,17.29,380,1.98,12.29,0.43,25.44,0,2011,1
192.22,17.49,380,1.91,23.07,0.45,47.75,0,2011,1
192.23,17.69,380,1.46,33.08,0.47,68.48,0,2011,1
192.24,17.89,380,1.5,42.51,0.49,88.00,0,2011,1
192.25,18.08,380,1.32,51.43,0.51,106.46,0,2011,1
192.26,18.17,380,1.32,93.7,0.51,193.96,0,2011,1
192.27,18.61,380,1.07,177.8,0.55,368.05,0,2011,1
192.28,18.81,380,1.01,221,0.57,457.47,0,2011,1
192.29,19.11,380,0.97,265.5,0.61,549.59,0,2011,1
192.3,19.35,380,1.23,312.1,0.64,646.05,0,2011,1
192.31,19.66,380,0.98,359.6,0.68,744.37,0,2011,1
192.32,20.15,380,1.19,404.8,0.75,837.94,0,2011,1
192.33,20.55,380,1.26,453.5,0.81,938.75,0,2011,1
192.34,20.72,380,1.16,511,0.84,1057.77,0,2011,1
192.35,21.06,380,1.05,513,0.89,1061.91,0,2011,1
192.36,21.16,380,1.28,555.1,0.91,1149.06,0,2011,1
192.38,21.33,380,1.49,603.1,0.95,1248.42,0,2011,1
192.39,21.72,380,0.92,630.6,0.99,1305.34,0,2011,1
192.4,21.97,380,1.28,660,1.03,1366.20,0,2011,1
192.41,22.53,380,1.02,740,1.12,1531.80,0,2011,1
192.42,22.82,380,1.36,775,1.18,1604.25,0,2011,1
192.43,22.89,380,1.63,805,1.22,1666.35,0,2011,1
192.44,23.08,380,1.64,832,1.25,1722.24,0,2011,1
192.45,23.29,380,1.23,860,1.28,1780.20,0,2011,1
192.46,23.11,380,1.64,884,1.26,1829.88,0,2011,1
192.47,23.13,380,1.35,904,1.29,1871.28,0,2011,1
192.48,23.89,380,1.62,919,1.41,1902.33,0,2011,1
192.49,23.84,380,1.37,934,1.43,1933.38,0,2011,1
192.5,23.78,380,1.06,946,1.44,1958.22,0,2011,1
192.51,24,380,1.53,954,1.47,1974.78,0,2011,1
192.52,24.78,380,1.43,960,1.61,1987.20,0,2011,1
192.53,24.83,380,1.43,962,1.63,1991.34,0,2011,1
192.54,24.92,380,1.51,958,1.67,1983.06,0,2011,1
192.55,24.94,380,1.8,953,1.7,1972.71,0,2011,1
192.56,24.97,380,1.31,945,1.76,1956.15,0,2011,1
192.57,25.95,380,1.33,933,1.95,1931.31,0,2011,1
192.58,25.83,380,1.1,919,1.97,1902.33,0,2011,1
192.59,26.24,380,1.2,901,2.08,1865.07,0,2011,1
192.6,26.47,380,1.33,877,2.09,1815.39,0,2011,1
192.61,25.97,380,1.65,849,1.94,1757.43,0,2011,1
192.62,26.24,380,1.08,822,1.93,1701.54,0,2011,1
192.64,25.74,380,1.48,788.2,1.8,1631.57,0,2011,1
192.65,25.34,380,1.55,751.8,1.75,1556.23,0,2011,1
192.66,25.21,380,1.25,715.1,1.72,1480.26,0,2011,1
192.67,24.67,380,1.72,673.4,1.63,1393.94,0,2011,1
192.68,24.94,380,1.58,629.9,1.7,1303.89,0,2011,1
192.69,24.92,380,1.48,586,1.74,1213.02,0,2011,1
192.7,24.7,380,1.56,538.5,1.75,1114.70,0,2011,1
192.71,24.3,380,1.77,492.7,1.71,1019.89,0,2011,1
192.72,24.06,380,1.38,439.2,1.67,909.14,0,2011,1
192.73,23.59,380,1.87,385,1.6,796.95,0,2011,1
192.74,23.47,380,1.77,332.8,1.58,688.90,0,2011,1
192.75,23.2,380,2.18,279,1.54,577.53,0,2011,1
192.76,22.76,380,2.46,227.2,1.53,470.30,0,2011,1
192.77,22.24,380,3,179.8,1.5,372.19,0,2011,1
192.78,22.1,380,2.1,124.4,1.51,257.51,0,2011,1
192.79,21.88,380,1.84,69.32,1.52,143.49,0,2011,1
192.8,21.44,380,1.97,31.4,1.46,65.00,0,2011,1
192.81,20.96,380,1.91,9.81,1.39,20.31,0,2011,1
192.82,20.7,380,1.77,1.78,1.34,3.68,0,2011,1
192.83,20.56,380,1.99,0.09,1.32,0.19,0,2011,1
192.84,20.7,380,1.84,0,1.27,0.00,0,2011,1
192.85,20.83,380,2.08,0,1.27,0.00,0,2011,1
192.86,20.85,380,1.66,0,1.35,0.00,0,2011,1
192.88,20.85,380,1.85,0,1.38,0.00,0,2011,1
192.89,20.74,380,1.97,0,1.34,0.00,0,2011,1
192.9,20.8,380,2.33,0,1.34,0.00,0,2011,1
192.91,20.8,380,2.43,0,1.38,0.00,0,2011,1
192.92,21.12,380,1.91,0,1.45,0.00,0,2011,1
192.93,21.13,380,2.53,0,1.45,0.00,0,2011,1
192.94,21.08,380,2.89,0,1.46,0.00,0,2011,1
192.95,20.83,380,2.66,0,1.41,0.00,0,2011,1
192.96,20.31,380,2.96,0,1.29,0.00,0,2011,1
192.97,20.18,380,3.08,0,1.25,0.00,0,2011,1
192.98,19.8,380,2.87,0,1.19,0.00,0,2011,1
192.99,19.58,380,2.68,0,1.16,0.00,0,2011,1
193,19.3,380,2.86,0,1.05,0.00,0,2011,1
193.01,19.05,380,2.73,0,0.98,0.00,0,2011,1
193.02,18.87,380,2.76,0,0.94,0.00,0,2011,1
193.03,18.77,380,2.06,0,0.97,0.00,0,2011,1
193.04,18.67,380,1.75,0,0.92,0.00,0,2011,1
193.05,18.64,380,1.65,0,0.8,0.00,0,2011,1
193.06,18.87,380,1.46,0,0.7,0.00,0,2011,1
193.07,18.9,380,1.14,0,0.68,0.00,0,2011,1
193.08,18.7,380,1.26,0,0.58,0.00,0,2011,1
193.09,18.63,380,1.54,0,0.54,0.00,0,2011,1
193.1,18.55,380,2.08,0,0.56,0.00,0,2011,1
193.11,18.71,380,2.81,0,0.6,0.00,0,2011,1
193.12,18.84,380,2.92,0,0.6,0.00,0,2011,1
193.14,18.86,380,3.05,0,0.57,0.00,0,2011,1
193.15,19.49,380,2.96,0,0.7,0.00,0,2011,1
193.16,19.89,380,3.17,0,0.8,0.00,0,2011,1
193.17,19.42,380,3.11,0,0.68,0.00,0,2011,1
193.18,19.29,380,1.44,0,0.64,0.00,0,2011,1
193.19,19.43,380,1.1,0.9,0.79,1.86,0,2011,1
193.2,19.66,380,0.57,6.36,0.92,13.17,0,2011,1
193.21,21.21,380,0.98,18.39,1.27,38.07,0,2011,1
193.22,22.14,380,0.8,50.16,1.46,103.83,0,2011,1
193.23,22.56,380,0.83,50.76,1.55,105.07,0,2011,1
193.24,22.35,380,0.72,68.98,1.52,142.79,0,2011,1
193.25,22.25,380,0.29,65.64,1.5,135.87,0,2011,1
193.26,21.93,380,0.52,69.79,1.41,144.47,0,2011,1
193.27,21.45,380,0.77,95.7,1.22,198.10,0,2011,1
193.28,20.72,380,1.92,102.5,0.95,212.18,0,2011,1
193.29,20.79,380,1.47,153.4,0.95,317.54,0,2011,1
193.3,21.23,380,2.38,185.7,1.03,384.40,0,2011,1
193.31,21.39,380,4.21,204.3,1.09,422.90,0,2011,1
193.32,21.92,380,4.83,208.1,1.28,430.77,0,2011,1
193.33,22.16,380,4.47,202.1,1.35,418.35,0,2011,1
193.34,22.56,380,4.27,201,1.34,416.07,0,2011,1
193.35,22.8,380,4.22,349.1,1.36,722.64,0,2011,1
193.36,23.15,380,3.27,345,1.31,714.15,0,2011,1
193.38,23.94,380,3.24,360.6,1.4,746.44,0,2011,1
193.39,24.38,380,1.37,324.9,1.43,672.54,0,2011,1
193.4,23.17,380,2.75,290.3,1.19,600.92,0,2011,1
193.41,22.67,380,2.8,449.8,1.11,931.09,0,2011,1
193.42,23.81,380,0.96,525.1,1.27,1086.96,0,2011,1
193.43,24.9,380,0.4,504.1,1.44,1043.49,0,2011,1
193.44,24.87,380,0.74,499.6,1.35,1034.17,0,2011,1
193.45,25.01,380,0.88,388.3,1.34,803.78,0,2011,1
193.46,24.15,380,1.12,392.2,1.14,811.85,0,2011,1
193.47,23.51,380,0.89,477.8,1.02,989.05,0,2011,1
193.48,23.89,380,0.67,492.3,1.05,1019.06,0,2011,1
193.49,24.28,380,0.79,564.7,1.1,1168.93,0,2011,1
193.5,23.19,380,2.3,461.5,0.81,955.31,0,2011,1
193.51,22.17,380,3.61,436.5,0.63,903.56,0,2011,1
193.52,23.55,380,1.69,567,0.92,1173.69,0,2011,1
193.53,24.28,380,1.26,642.3,1.02,1329.56,0,2011,1
193.54,24.07,380,1.34,500.6,0.99,1036.24,0,2011,1
193.55,23.41,380,1.14,728.9,0.88,1508.82,0,2011,1
193.56,23.54,380,1.69,645.4,0.93,1335.98,0,2011,1
193.57,23.19,380,1.62,730.7,0.85,1512.55,0,2011,1
193.58,22.84,380,1.2,579.7,0.78,1199.98,0,2011,1
193.59,22.72,380,1.31,573.5,0.77,1187.15,0,2011,1
193.6,22.62,380,1.06,569.9,0.77,1179.69,0,2011,1
193.61,22.3,380,1.46,568.4,0.7,1176.59,0,2011,1
193.62,21.82,380,1.67,644.9,0.62,1334.94,0,2011,1
193.64,21.65,380,1.62,647,0.6,1339.29,0,2011,1
193.65,20.66,380,1.63,342.6,0.48,709.18,0,2011,1
193.66,19.73,380,1.23,224.1,0.34,463.89,0,2011,1
193.67,19.62,380,1.3,229.6,0.32,475.27,0,2011,1
193.68,19.68,380,1.27,356.1,0.34,737.13,0,2011,1
193.69,19.99,380,1.29,243.1,0.43,503.22,0,2011,1
193.7,19.77,380,1.5,195,0.4,403.65,0,2011,1
193.71,19.54,380,1.46,186.3,0.35,385.64,0,2011,1
193.72,19.63,380,1.08,146.6,0.38,303.46,0,2011,1
193.73,19.38,380,1.58,155.9,0.33,322.71,0,2011,1
193.74,19.39,380,1.31,143.6,0.33,297.25,0,2011,1
193.75,19.21,380,1.2,47.01,0.33,97.31,0,2011,1
193.76,18.68,380,1.1,9.09,0.26,18.82,0,2011,1
193.77,18.76,380,1.17,2.1,0.32,4.35,0,2011,1
193.78,18.52,380,1.92,0.99,0.24,2.05,0,2011,1
193.79,18.27,380,0.75,3.67,0.21,7.60,0,2011,1
193.8,18.85,380,1.35,1.5,0.36,3.11,0,2011,1
193.81,18.31,380,1.71,0,0.32,0.00,0.1,2011,1
193.82,19.24,380,1.02,0.49,0.62,1.01,0,2011,1
193.83,21.19,380,1.39,0,1.07,0.00,0,2011,1
193.84,20.76,380,2.02,0,0.88,0.00,0,2011,1
193.85,18.99,380,3.48,0,0.45,0.00,0,2011,1
193.86,18.49,380,2.72,0,0.34,0.00,0,2011,1
193.88,18.47,380,2.99,0,0.31,0.00,0,2011,1
193.89,18.1,380,2.79,0,0.19,0.00,0.9,2011,1
193.9,17.89,380,2.48,0,0.13,0.00,0.2,2011,1
193.91,17.85,380,1.41,0,0.12,0.00,0,2011,1
193.92,17.82,380,1.49,0,0.13,0.00,0,2011,1
193.93,17.94,380,2.94,0,0.2,0.00,0.1,2011,1
193.94,17.28,380,1.59,0,0.17,0.00,0,2011,1
193.95,15.95,380,3.27,0,0.1,0.00,0.1,2011,1
193.96,14.09,380,2.66,0.02,0.08,0.04,0,2011,1
193.97,13.5,380,3.7,0,0.1,0.00,0.1,2011,1
193.98,13.07,380,4.52,0,0.09,0.00,0,2011,1
193.99,13.64,380,4.57,0,0.22,0.00,0,2011,1
194,14.14,380,4.83,0.02,0.33,0.04,0.1,2011,1
194.01,14.29,380,4.59,0,0.39,0.00,0,2011,1
194.02,14.21,380,3.72,0,0.4,0.00,0,2011,1
194.03,14.39,380,2.93,0,0.45,0.00,0,2011,1
194.04,14.69,380,2.62,0,0.52,0.00,0,2011,1
194.05,14.86,380,3.58,0,0.56,0.00,0,2011,1
194.06,14.54,380,2.92,0,0.52,0.00,0,2011,1
194.07,14.06,380,3.81,0,0.43,0.00,0,2011,1
194.08,13.44,380,4.21,0.02,0.34,0.04,0,2011,1
194.09,12.51,380,4.02,0,0.21,0.00,0,2011,1
194.1,11.3,380,4.34,0,0.07,0.00,0,2011,1
194.11,11.03,380,3.89,0,0.04,0.00,0,2011,1
194.12,10.96,380,3.72,0,0.03,0.00,0,2011,1
194.14,11.08,380,4.21,0,0.03,0.00,0,2011,1
194.15,11.02,380,2.94,0,0.04,0.00,0,2011,1
194.16,10.69,380,4.5,0,0.04,0.00,0,2011,1
194.17,10.5,380,3.44,0.02,0.03,0.04,0,2011,1
194.18,10.12,380,4.44,0,0.03,0.00,0,2011,1
194.19,10.02,380,4.59,0.02,0.02,0.04,0,2011,1
194.2,9.92,380,6.26,1.18,0.02,2.44,0,2011,1
194.21,9.81,380,5.58,3.46,0.02,7.16,0,2011,1
194.22,9.65,380,5.46,14.2,0.02,29.39,0,2011,1
194.23,9.54,380,6.3,22.16,0.01,45.87,0,2011,1
194.24,9.46,380,5.55,36.83,0.01,76.24,0,2011,1
194.25,9.37,380,5.67,42.96,0.01,88.93,0,2011,1
194.26,9.36,380,6.08,62.54,0.01,129.46,0,2011,1
194.27,9.34,380,5.79,64.15,0.01,132.79,0,2011,1
194.28,9.41,380,1.86,39.54,0.01,81.85,0,2011,1
194.29,9.43,380,1.86,54.52,0.01,112.86,0,2011,1
194.3,9.5,380,2.79,108,0.01,223.56,0,2011,1
194.31,9.67,380,2.85,100.5,0.01,208.04,0,2011,1
194.32,9.95,380,2.36,175.6,0.01,363.49,0,2011,1
194.33,10.25,380,2.6,214.5,0.01,444.02,0,2011,1
194.34,10.46,380,2.33,242.4,0.01,501.77,0,2011,1
194.35,10.79,380,3.4,364.7,0.01,754.93,0,2011,1
194.36,11.24,380,2.67,303.3,0.01,627.83,0,2011,1
194.38,11.82,380,3.4,408.9,0.06,846.42,0,2011,1
194.39,12.46,380,3.7,386.7,0.13,800.47,0,2011,1
194.4,12.83,380,3.12,412,0.16,852.84,0,2011,1
194.41,13.14,380,2.57,437.9,0.19,906.45,0,2011,1
194.42,13.68,380,2.85,678.3,0.24,1404.08,0,2011,1
194.43,14.27,380,4.17,831,0.33,1720.17,0,2011,1
194.44,14.48,380,4.17,869,0.34,1798.83,0,2011,1
194.45,14.77,380,4.44,873,0.38,1807.11,0,2011,1
194.46,15.08,380,4.29,886,0.43,1834.02,0,2011,1
194.47,15.29,380,4.82,905,0.45,1873.35,0,2011,1
194.48,15.68,380,4.45,922,0.51,1908.54,0,2011,1
194.49,16.21,380,3.87,933,0.56,1931.31,0,2011,1
194.5,16.86,380,3.64,958,0.62,1983.06,0,2011,1
194.51,17.42,380,3.4,956,0.68,1978.92,0,2011,1
194.52,17.17,380,4.12,955,0.7,1976.85,0,2011,1
194.53,17.88,380,2.94,959,0.8,1985.13,0,2011,1
194.54,18.09,380,4.15,911,0.83,1885.77,0,2011,1
194.55,18.28,380,2.83,931,0.88,1927.17,0,2011,1
194.56,18.79,380,3.46,939,0.96,1943.73,0,2011,1
194.57,18.87,380,3.34,875,0.97,1811.25,0,2011,1
194.58,19.34,380,3.19,919,1,1902.33,0,2011,1
194.59,19.64,380,2.86,902,1.02,1867.14,0,2011,1
194.6,19.33,380,3.38,881,1,1823.67,0,2011,1
194.61,19.87,380,3.49,867,1.09,1794.69,0,2011,1
194.62,20.29,380,2.62,831,1.15,1720.17,0,2011,1
194.64,20.13,380,3.78,790.7,1.16,1636.75,0,2011,1
194.65,19.95,380,4.56,755.3,1.13,1563.47,0,2011,1
194.66,20.3,380,3.02,717.8,1.16,1485.85,0,2011,1
194.67,20.51,380,3.04,662,1.21,1370.34,0,2011,1
194.68,20.7,380,3.08,641.1,1.21,1327.08,0,2011,1
194.69,20.89,380,2.98,594.2,1.24,1229.99,0,2011,1
194.7,20.96,380,3.17,551.1,1.25,1140.78,0,2011,1
194.71,20.94,380,2.93,504,1.24,1043.28,0,2011,1
194.72,20.83,380,2.8,454.5,1.22,940.82,0,2011,1
194.73,20.58,380,2.93,394.3,1.17,816.20,0,2011,1
194.74,20.75,380,2.55,351.1,1.18,726.78,0,2011,1
194.75,20.09,380,3.09,299.5,1.07,619.97,0,2011,1
194.76,19.81,380,3.2,244.9,1.05,506.94,0,2011,1
194.77,19.08,380,2.93,108.8,0.95,225.22,0,2011,1
194.78,18.86,380,3.79,138.4,0.92,286.49,0,2011,1
194.79,18.08,380,3.65,20.7,0.83,42.85,0,2011,1
194.8,17.45,380,3.84,12.14,0.77,25.13,0,2011,1
194.81,16.94,380,4.7,6.27,0.72,12.98,0,2011,1
194.82,16.52,380,4.51,1.72,0.68,3.56,0,2011,1
194.83,16.11,380,4.24,0.04,0.65,0.08,0,2011,1
194.84,15.69,380,3.87,0,0.61,0.00,0,2011,1
194.85,15.22,380,3.66,0,0.57,0.00,0,2011,1
194.86,14.76,380,3.19,0,0.53,0.00,0,2011,1
194.88,14.41,380,3.15,0,0.51,0.00,0,2011,1
194.89,14.03,380,2.48,0,0.49,0.00,0,2011,1
194.9,13.66,380,2.41,0,0.47,0.00,0,2011,1
194.91,13.29,380,2.31,0,0.45,0.00,0,2011,1
194.92,13.24,380,1.96,0,0.46,0.00,0,2011,1
194.93,12.95,380,1.4,0,0.44,0.00,0,2011,1
194.94,12.64,380,1.61,0,0.41,0.00,0,2011,1
194.95,12.34,380,2.58,0,0.39,0.00,0,2011,1
194.96,11.97,380,3.95,0,0.37,0.00,0,2011,1
194.97,11.81,380,4.03,0,0.36,0.00,0,2011,1
194.98,11.69,380,3.46,0,0.35,0.00,0,2011,1
194.99,11.77,380,3.62,0,0.36,0.00,0,2011,1
195,11.71,380,3.8,0,0.36,0.00,0,2011,1
195.01,11.44,380,2.98,0,0.34,0.00,0,2011,1
195.02,11.63,380,3.38,0,0.36,0.00,0,2011,1
195.03,11.57,380,3.2,0,0.36,0.00,0,2011,1
195.04,11.64,380,4.66,0,0.37,0.00,0,2011,1
195.05,12.25,380,4.05,0,0.44,0.00,0,2011,1
195.06,11.72,380,4.32,0,0.39,0.00,0,2011,1
195.07,11.86,380,4.87,0,0.41,0.00,0,2011,1
195.08,11.35,380,5.75,0,0.36,0.00,0,2011,1
195.09,11.9,380,6.46,0,0.42,0.00,0,2011,1
195.1,11.92,380,5.83,0,0.43,0.00,0,2011,1
195.11,11.9,380,5.35,0,0.42,0.00,0,2011,1
195.12,12.1,380,5.62,0,0.45,0.00,0,2011,1
195.14,11.69,380,6.89,0,0.41,0.00,0,2011,1
